year,month,treatment,final_re,N_ID
2019,2,3,4,689
2019,2,3,5,97
2019,2,3,9,119
2019,2,3,99,23
2020,2,1,1,16728
2020,2,1,2,908
2020,2,1,3,62
2020,2,1,4,2786
2020,2,1,5,177
2020,2,1,9,208
2020,2,1,99,48
2020,2,2,1,34674
2020,2,2,2,1617
2020,2,2,3,111
2020,2,2,4,3865
2020,2,2,5,541
2020,2,2,9,743
2020,2,2,99,443
2020,2,3,1,4936
2020,2,3,2,595
2020,2,3,3,64
2020,2,3,4,847
2020,2,3,5,134
2020,2,3,9,170
2020,2,3,99,128
2021,2,1,1,17651
2021,2,1,2,964
2021,2,1,3,72
2021,2,1,4,3105
2021,2,1,5,192
2021,2,1,9,166
2021,2,1,99,54
2021,2,2,1,34336
2021,2,2,2,1675
2021,2,2,3,117
2021,2,2,4,3912
2021,2,2,5,539
2021,2,2,9,689
2021,2,2,99,397
2021,2,3,1,5072
2021,2,3,2,627
2021,2,3,3,77
2021,2,3,4,876
2021,2,3,5,147
2021,2,3,9,148
2021,2,3,99,183
2022,2,1,1,17669
2022,2,1,2,973
2022,2,1,3,78
2022,2,1,4,3156
2022,2,1,5,182
2022,2,1,9,172
2022,2,1,99,50
2022,2,2,1,34220
2022,2,2,2,1683
2022,2,2,3,119
2022,2,2,4,3970
2022,2,2,5,542
2022,2,2,9,696
2022,2,2,99,409
2022,2,3,1,5295
2022,2,3,2,672
2022,2,3,3,85
2022,2,3,4,949
2022,2,3,5,169
2022,2,3,9,146
2022,2,3,99,228
2015,3,1,1,12819
2015,3,1,2,588
2015,3,1,3,44
2015,3,1,4,1678
2015,3,1,5,128
2015,3,1,9,56
2015,3,1,99,45
2015,3,2,1,23812
2015,3,2,2,827
2015,3,2,3,64
2015,3,2,4,2097
2015,3,2,5,355
2015,3,2,9,432
2015,3,2,99,-1
2015,3,3,1,3377
2015,3,3,2,229
2015,3,3,3,23
2015,3,3,4,267
2015,3,3,5,53
2015,3,3,9,47
2015,3,3,99,-1
2016,3,1,1,13741
2016,3,1,2,653
2016,3,1,3,48
2016,3,1,4,1850
2016,3,1,5,133
2016,3,1,9,85
2016,3,1,99,29
2016,3,2,1,26391
2016,3,2,2,969
2016,3,2,3,70
2016,3,2,4,2398
2016,3,2,5,402
2016,3,2,9,584
2016,3,2,99,343
2016,3,3,1,4106
2016,3,3,2,305
2016,3,3,3,31
2016,3,3,4,437
2016,3,3,5,58
2016,3,3,9,69
2016,3,3,99,50
2017,3,1,1,14286
2017,3,1,2,702
2017,3,1,3,50
2017,3,1,4,1952
2017,3,1,5,138
2017,3,1,9,131
2017,3,1,99,45
2017,3,2,1,29005
2017,3,2,2,1105
2017,3,2,3,80
2017,3,2,4,2813
2017,3,2,5,417
2017,3,2,9,624
2017,3,2,99,338
2017,3,3,1,4754
2017,3,3,2,376
2017,3,3,3,41
2017,3,3,4,565
2017,3,3,5,78
2017,3,3,9,79
2017,3,3,99,82
2018,3,1,1,16356
2018,3,1,2,869
2018,3,1,3,59
2018,3,1,4,2502
2018,3,1,5,144
2018,3,1,9,157
2018,3,1,99,42
2018,3,2,1,31036
2018,3,2,2,1250
2018,3,2,3,100
2018,3,2,4,2991
2018,3,2,5,447
2018,3,2,9,657
2018,3,2,99,453
2018,3,3,1,5065
2018,3,3,2,495
2018,3,3,3,54
2018,3,3,4,648
2018,3,3,5,94
2018,3,3,9,111
2018,3,3,99,124
2019,3,1,1,16694
2019,3,1,2,913
2019,3,1,3,65
2019,3,1,4,2641
2019,3,1,5,160
2019,3,1,9,206
2019,3,1,99,53
2019,3,2,1,32554
2019,3,2,2,1442
2019,3,2,3,109
2019,3,2,4,3475
2019,3,2,5,475
2019,3,2,9,678
2019,3,2,99,58
2019,3,3,1,4961
2019,3,3,2,545
2019,3,3,3,52
2019,3,3,4,709
2019,3,3,5,116
2019,3,3,9,120
2019,3,3,99,13
2020,3,1,1,16795
2020,3,1,2,922
2020,3,1,3,64
2020,3,1,4,2786
2020,3,1,5,182
2020,3,1,9,197
2020,3,1,99,56
2020,3,2,1,34931
2020,3,2,2,1651
2020,3,2,3,112
2020,3,2,4,3924
2020,3,2,5,543
2020,3,2,9,735
2020,3,2,99,450
2020,3,3,1,4998
2020,3,3,2,614
2020,3,3,3,73
2020,3,3,4,839
2020,3,3,5,137
2020,3,3,9,165
2020,3,3,99,133
2021,3,1,1,17788
2021,3,1,2,971
2021,3,1,3,74
2021,3,1,4,3093
2021,3,1,5,198
2021,3,1,9,172
2021,3,1,99,51
2021,3,2,1,34374
2021,3,2,2,1695
2021,3,2,3,117
2021,3,2,4,3940
2021,3,2,5,542
2021,3,2,9,700
2021,3,2,99,405
2021,3,3,1,5329
2021,3,3,2,678
2021,3,3,3,84
2021,3,3,4,949
2021,3,3,5,149
2021,3,3,9,150
2021,3,3,99,194
2022,3,1,1,17903
2022,3,1,2,984
2022,3,1,3,74
2022,3,1,4,3183
2022,3,1,5,184
2022,3,1,9,171
2022,3,1,99,50
2022,3,2,1,34442
2022,3,2,2,1691
2022,3,2,3,128
2022,3,2,4,4016
2022,3,2,5,548
2022,3,2,9,695
2022,3,2,99,408
2022,3,3,1,5476
2022,3,3,2,733
2022,3,3,3,96
2022,3,3,4,997
2022,3,3,5,168
2022,3,3,9,157
2022,3,3,99,228
2015,4,1,1,12838
2015,4,1,2,595
2015,4,1,3,44
2015,4,1,4,1692
2015,4,1,5,130
2015,4,1,9,61
2015,4,1,99,47
2015,4,2,1,24150
2015,4,2,2,839
2015,4,2,3,62
2015,4,2,4,2126
2015,4,2,5,361
2015,4,2,9,445
2015,4,2,99,-1
2015,4,3,1,3513
2015,4,3,2,241
2015,4,3,3,20
2015,4,3,4,286
2015,4,3,5,58
2015,4,3,9,48
2015,4,3,99,-1
2016,4,1,1,13714
2016,4,1,2,649
2016,4,1,3,48
2016,4,1,4,1846
2016,4,1,5,130
2016,4,1,9,95
2016,4,1,99,28
2016,4,2,1,26519
2016,4,2,2,981
2016,4,2,3,73
2016,4,2,4,2423
2016,4,2,5,406
2016,4,2,9,582
2016,4,2,99,337
2016,4,3,1,4152
2016,4,3,2,317
2016,4,3,3,28
2016,4,3,4,446
2016,4,3,5,56
2016,4,3,9,74
2016,4,3,99,65
2017,4,1,1,14343
2017,4,1,2,702
2017,4,1,3,53
2017,4,1,4,1963
2017,4,1,5,136
2017,4,1,9,121
2017,4,1,99,48
2017,4,2,1,29157
2017,4,2,2,1120
2017,4,2,3,86
2017,4,2,4,2813
2017,4,2,5,419
2017,4,2,9,638
2017,4,2,99,349
2017,4,3,1,4899
2017,4,3,2,396
2017,4,3,3,45
2017,4,3,4,572
2017,4,3,5,81
2017,4,3,9,81
2017,4,3,99,92
2018,4,1,1,16466
2018,4,1,2,878
2018,4,1,3,58
2018,4,1,4,2511
2018,4,1,5,150
2018,4,1,9,163
2018,4,1,99,40
2018,4,2,1,31123
2018,4,2,2,1260
2018,4,2,3,102
2018,4,2,4,3045
2018,4,2,5,444
2018,4,2,9,654
2018,4,2,99,450
2018,4,3,1,5000
2018,4,3,2,502
2018,4,3,3,57
2018,4,3,4,653
2018,4,3,5,107
2018,4,3,9,103
2018,4,3,99,122
2019,4,1,1,16692
2019,4,1,2,917
2019,4,1,3,64
2019,4,1,4,2641
2019,4,1,5,162
2019,4,1,9,209
2019,4,1,99,56
2019,4,2,1,32777
2019,4,2,2,1439
2019,4,2,3,106
2019,4,2,4,3509
2019,4,2,5,488
2019,4,2,9,692
2019,4,2,99,30
2019,4,3,1,5025
2019,4,3,2,558
2019,4,3,3,49
2019,4,3,4,727
2019,4,3,5,122
2019,4,3,9,121
2019,4,3,99,-1
2020,4,1,1,16759
2020,4,1,2,914
2020,4,1,3,64
2020,4,1,4,2807
2020,4,1,5,190
2020,4,1,9,196
2020,4,1,99,53
2020,4,2,1,34933
2020,4,2,2,1668
2020,4,2,3,109
2020,4,2,4,3945
2020,4,2,5,538
2020,4,2,9,735
2020,4,2,99,444
2020,4,3,1,4844
2020,4,3,2,581
2020,4,3,3,74
2020,4,3,4,834
2020,4,3,5,133
2020,4,3,9,160
2020,4,3,99,136
2021,4,1,1,17676
2021,4,1,2,963
2021,4,1,3,75
2021,4,1,4,3052
2021,4,1,5,198
2021,4,1,9,177
2021,4,1,99,53
2021,4,2,1,34350
2021,4,2,2,1672
2021,4,2,3,115
2021,4,2,4,3951
2021,4,2,5,540
2021,4,2,9,688
2021,4,2,99,407
2021,4,3,1,5422
2021,4,3,2,695
2021,4,3,3,85
2021,4,3,4,991
2021,4,3,5,155
2021,4,3,9,136
2021,4,3,99,194
2022,4,1,1,17886
2022,4,1,2,993
2022,4,1,3,74
2022,4,1,4,3191
2022,4,1,5,187
2022,4,1,9,173
2022,4,1,99,52
2022,4,2,1,34461
2022,4,2,2,1689
2022,4,2,3,134
2022,4,2,4,3994
2022,4,2,5,546
2022,4,2,9,674
2022,4,2,99,399
2022,4,3,1,5476
2022,4,3,2,746
2022,4,3,3,92
2022,4,3,4,1017
2022,4,3,5,171
2022,4,3,9,146
2022,4,3,99,245
2015,5,1,1,12786
2015,5,1,2,596
2015,5,1,3,45
2015,5,1,4,1714
2015,5,1,5,126
2015,5,1,9,67
2015,5,1,99,45
2015,5,2,1,24312
2015,5,2,2,842
2015,5,2,3,63
2015,5,2,4,2142
2015,5,2,5,366
2015,5,2,9,455
2015,5,2,99,-1
2015,5,3,1,3541
2015,5,3,2,232
2015,5,3,3,21
2015,5,3,4,289
2015,5,3,5,64
2015,5,3,9,46
2015,5,3,99,-1
2016,5,1,1,13831
2016,5,1,2,645
2016,5,1,3,49
2016,5,1,4,1860
2016,5,1,5,130
2016,5,1,9,101
2016,5,1,99,31
2016,5,2,1,26790
2016,5,2,2,977
2016,5,2,3,75
2016,5,2,4,2488
2016,5,2,5,416
2016,5,2,9,538
2016,5,2,99,328
2016,5,3,1,4222
2016,5,3,2,319
2016,5,3,3,29
2016,5,3,4,443
2016,5,3,5,53
2016,5,3,9,68
2016,5,3,99,70
2017,5,1,1,14442
2017,5,1,2,706
2017,5,1,3,55
2017,5,1,4,1988
2017,5,1,5,135
2017,5,1,9,125
2017,5,1,99,46
2017,5,2,1,29343
2017,5,2,2,1129
2017,5,2,3,87
2017,5,2,4,2835
2017,5,2,5,424
2017,5,2,9,625
2017,5,2,99,361
2017,5,3,1,5034
2017,5,3,2,415
2017,5,3,3,47
2017,5,3,4,606
2017,5,3,5,87
2017,5,3,9,84
2017,5,3,99,100
2018,5,1,1,16523
2018,5,1,2,904
2018,5,1,3,56
2018,5,1,4,2532
2018,5,1,5,151
2018,5,1,9,172
2018,5,1,99,44
2018,5,2,1,31343
2018,5,2,2,1281
2018,5,2,3,100
2018,5,2,4,3096
2018,5,2,5,444
2018,5,2,9,656
2018,5,2,99,440
2018,5,3,1,5081
2018,5,3,2,506
2018,5,3,3,58
2018,5,3,4,674
2018,5,3,5,100
2018,5,3,9,111
2018,5,3,99,125
2019,5,1,1,16691
2019,5,1,2,925
2019,5,1,3,63
2019,5,1,4,2665
2019,5,1,5,163
2019,5,1,9,212
2019,5,1,99,54
2019,5,2,1,33032
2019,5,2,2,1473
2019,5,2,3,109
2019,5,2,4,3526
2019,5,2,5,486
2019,5,2,9,692
2019,5,2,99,26
2019,5,3,1,5067
2019,5,3,2,547
2019,5,3,3,53
2019,5,3,4,736
2019,5,3,5,123
2019,5,3,9,127
2019,5,3,99,-1
2020,5,1,1,16794
2020,5,1,2,925
2020,5,1,3,64
2020,5,1,4,2810
2020,5,1,5,188
2020,5,1,9,196
2020,5,1,99,53
2020,5,2,1,34796
2020,5,2,2,1651
2020,5,2,3,111
2020,5,2,4,3935
2020,5,2,5,534
2020,5,2,9,728
2020,5,2,99,424
2020,5,3,1,4742
2020,5,3,2,582
2020,5,3,3,71
2020,5,3,4,790
2020,5,3,5,127
2020,5,3,9,150
2020,5,3,99,135
2021,5,1,1,17516
2021,5,1,2,960
2021,5,1,3,72
2021,5,1,4,3026
2021,5,1,5,197
2021,5,1,9,177
2021,5,1,99,51
2021,5,2,1,34257
2021,5,2,2,1660
2021,5,2,3,112
2021,5,2,4,3917
2021,5,2,5,532
2021,5,2,9,700
2021,5,2,99,409
2021,5,3,1,5451
2021,5,3,2,695
2021,5,3,3,92
2021,5,3,4,1005
2021,5,3,5,153
2021,5,3,9,135
2021,5,3,99,200
2022,5,1,1,17773
2022,5,1,2,998
2022,5,1,3,74
2022,5,1,4,3188
2022,5,1,5,189
2022,5,1,9,173
2022,5,1,99,49
2022,5,2,1,34411
2022,5,2,2,1664
2022,5,2,3,127
2022,5,2,4,3979
2022,5,2,5,551
2022,5,2,9,663
2022,5,2,99,393
2022,5,3,1,5498
2022,5,3,2,739
2022,5,3,3,92
2022,5,3,4,1016
2022,5,3,5,173
2022,5,3,9,150
2022,5,3,99,236
2015,6,1,1,12853
2015,6,1,2,595
2015,6,1,3,47
2015,6,1,4,1726
2015,6,1,5,126
2015,6,1,9,70
2015,6,1,99,43
2015,6,2,1,24538
2015,6,2,2,860
2015,6,2,3,66
2015,6,2,4,2159
2015,6,2,5,363
2015,6,2,9,479
2015,6,2,99,-1
2015,6,3,1,3641
2015,6,3,2,242
2015,6,3,3,24
2015,6,3,4,296
2015,6,3,5,61
2015,6,3,9,46
2015,6,3,99,-1
2016,6,1,1,13889
2016,6,1,2,637
2016,6,1,3,51
2016,6,1,4,1863
2016,6,1,5,137
2016,6,1,9,97
2016,6,1,99,32
2016,6,2,1,27152
2016,6,2,2,981
2016,6,2,3,73
2016,6,2,4,2541
2016,6,2,5,418
2016,6,2,9,535
2016,6,2,99,323
2016,6,3,1,4207
2016,6,3,2,314
2016,6,3,3,32
2016,6,3,4,435
2016,6,3,5,56
2016,6,3,9,74
2016,6,3,99,74
2017,6,1,1,16347
2017,6,1,2,834
2017,6,1,3,55
2017,6,1,4,2439
2017,6,1,5,148
2017,6,1,9,126
2017,6,1,99,46
2017,6,2,1,29477
2017,6,2,2,1141
2017,6,2,3,87
2017,6,2,4,2861
2017,6,2,5,424
2017,6,2,9,620
2017,6,2,99,379
2017,6,3,1,5078
2017,6,3,2,442
2017,6,3,3,48
2017,6,3,4,616
2017,6,3,5,92
2017,6,3,9,95
2017,6,3,99,102
2018,6,1,1,16479
2018,6,1,2,901
2018,6,1,3,53
2018,6,1,4,2542
2018,6,1,5,149
2018,6,1,9,171
2018,6,1,99,45
2018,6,2,1,31341
2018,6,2,2,1297
2018,6,2,3,105
2018,6,2,4,3123
2018,6,2,5,447
2018,6,2,9,648
2018,6,2,99,453
2018,6,3,1,5071
2018,6,3,2,497
2018,6,3,3,60
2018,6,3,4,685
2018,6,3,5,98
2018,6,3,9,112
2018,6,3,99,123
2019,6,1,1,16683
2019,6,1,2,922
2019,6,1,3,65
2019,6,1,4,2653
2019,6,1,5,164
2019,6,1,9,211
2019,6,1,99,51
2019,6,2,1,33081
2019,6,2,2,1468
2019,6,2,3,103
2019,6,2,4,3577
2019,6,2,5,484
2019,6,2,9,700
2019,6,2,99,108
2019,6,3,1,5014
2019,6,3,2,553
2019,6,3,3,55
2019,6,3,4,744
2019,6,3,5,118
2019,6,3,9,134
2019,6,3,99,24
2020,6,1,1,16826
2020,6,1,2,933
2020,6,1,3,67
2020,6,1,4,2829
2020,6,1,5,188
2020,6,1,9,195
2020,6,1,99,55
2020,6,2,1,34699
2020,6,2,2,1654
2020,6,2,3,114
2020,6,2,4,3923
2020,6,2,5,536
2020,6,2,9,715
2020,6,2,99,422
2020,6,3,1,4741
2020,6,3,2,591
2020,6,3,3,77
2020,6,3,4,786
2020,6,3,5,136
2020,6,3,9,153
2020,6,3,99,136
2021,6,1,1,17570
2021,6,1,2,965
2021,6,1,3,71
2021,6,1,4,3088
2021,6,1,5,196
2021,6,1,9,176
2021,6,1,99,51
2021,6,2,1,34301
2021,6,2,2,1662
2021,6,2,3,116
2021,6,2,4,3934
2021,6,2,5,537
2021,6,2,9,706
2021,6,2,99,418
2021,6,3,1,5475
2021,6,3,2,697
2021,6,3,3,88
2021,6,3,4,988
2021,6,3,5,153
2021,6,3,9,132
2021,6,3,99,206
2022,6,1,1,17674
2022,6,1,2,978
2022,6,1,3,71
2022,6,1,4,3180
2022,6,1,5,186
2022,6,1,9,166
2022,6,1,99,50
2022,6,2,1,34337
2022,6,2,2,1656
2022,6,2,3,124
2022,6,2,4,3965
2022,6,2,5,551
2022,6,2,9,661
2022,6,2,99,400
2022,6,3,1,5414
2022,6,3,2,732
2022,6,3,3,84
2022,6,3,4,1018
2022,6,3,5,172
2022,6,3,9,153
2022,6,3,99,237
2015,7,1,1,13152
2015,7,1,2,640
2015,7,1,3,49
2015,7,1,4,1756
2015,7,1,5,129
2015,7,1,9,74
2015,7,1,99,41
2015,7,2,1,24760
2015,7,2,2,867
2015,7,2,3,68
2015,7,2,4,2207
2015,7,2,5,374
2015,7,2,9,476
2015,7,2,99,-1
2015,7,3,1,3728
2015,7,3,2,246
2015,7,3,3,26
2015,7,3,4,313
2015,7,3,5,55
2015,7,3,9,53
2015,7,3,99,-1
2016,7,1,1,13909
2016,7,1,2,651
2016,7,1,3,55
2016,7,1,4,1887
2016,7,1,5,141
2016,7,1,9,98
2016,7,1,99,34
2016,7,2,1,27328
2016,7,2,2,994
2016,7,2,3,73
2016,7,2,4,2534
2016,7,2,5,420
2016,7,2,9,563
2016,7,2,99,332
2016,7,3,1,4138
2016,7,3,2,302
2016,7,3,3,31
2016,7,3,4,434
2016,7,3,5,60
2016,7,3,9,71
2016,7,3,99,78
2017,7,1,1,16341
2017,7,1,2,828
2017,7,1,3,50
2017,7,1,4,2445
2017,7,1,5,147
2017,7,1,9,128
2017,7,1,99,48
2017,7,2,1,29523
2017,7,2,2,1136
2017,7,2,3,90
2017,7,2,4,2879
2017,7,2,5,428
2017,7,2,9,617
2017,7,2,99,398
2017,7,3,1,5119
2017,7,3,2,450
2017,7,3,3,53
2017,7,3,4,639
2017,7,3,5,91
2017,7,3,9,98
2017,7,3,99,93
2018,7,1,1,16488
2018,7,1,2,895
2018,7,1,3,54
2018,7,1,4,2546
2018,7,1,5,146
2018,7,1,9,174
2018,7,1,99,50
2018,7,2,1,31406
2018,7,2,2,1308
2018,7,2,3,102
2018,7,2,4,3148
2018,7,2,5,452
2018,7,2,9,677
2018,7,2,99,453
2018,7,3,1,4987
2018,7,3,2,459
2018,7,3,3,57
2018,7,3,4,666
2018,7,3,5,88
2018,7,3,9,119
2018,7,3,99,134
2019,7,1,1,16444
2019,7,1,2,916
2019,7,1,3,68
2019,7,1,4,2642
2019,7,1,5,164
2019,7,1,9,206
2019,7,1,99,52
2019,7,2,1,33353
2019,7,2,2,1473
2019,7,2,3,106
2019,7,2,4,3598
2019,7,2,5,490
2019,7,2,9,728
2019,7,2,99,348
2019,7,3,1,5028
2019,7,3,2,559
2019,7,3,3,57
2019,7,3,4,727
2019,7,3,5,120
2019,7,3,9,139
2019,7,3,99,79
2020,7,1,1,16927
2020,7,1,2,933
2020,7,1,3,70
2020,7,1,4,2831
2020,7,1,5,191
2020,7,1,9,195
2020,7,1,99,54
2020,7,2,1,34585
2020,7,2,2,1643
2020,7,2,3,111
2020,7,2,4,3897
2020,7,2,5,539
2020,7,2,9,712
2020,7,2,99,417
2020,7,3,1,4791
2020,7,3,2,604
2020,7,3,3,76
2020,7,3,4,785
2020,7,3,5,135
2020,7,3,9,144
2020,7,3,99,148
2021,7,1,1,17633
2021,7,1,2,965
2021,7,1,3,72
2021,7,1,4,3094
2021,7,1,5,197
2021,7,1,9,184
2021,7,1,99,53
2021,7,2,1,34242
2021,7,2,2,1664
2021,7,2,3,118
2021,7,2,4,3928
2021,7,2,5,543
2021,7,2,9,720
2021,7,2,99,411
2021,7,3,1,5495
2021,7,3,2,679
2021,7,3,3,85
2021,7,3,4,982
2021,7,3,5,165
2021,7,3,9,142
2021,7,3,99,213
2022,7,1,1,17456
2022,7,1,2,973
2022,7,1,3,67
2022,7,1,4,3158
2022,7,1,5,190
2022,7,1,9,160
2022,7,1,99,50
2022,7,2,1,34207
2022,7,2,2,1657
2022,7,2,3,129
2022,7,2,4,3944
2022,7,2,5,549
2022,7,2,9,646
2022,7,2,99,393
2022,7,3,1,5384
2022,7,3,2,724
2022,7,3,3,79
2022,7,3,4,993
2022,7,3,5,160
2022,7,3,9,150
2022,7,3,99,225
2015,8,1,1,13190
2015,8,1,2,637
2015,8,1,3,49
2015,8,1,4,1745
2015,8,1,5,134
2015,8,1,9,73
2015,8,1,99,39
2015,8,2,1,24900
2015,8,2,2,867
2015,8,2,3,68
2015,8,2,4,2234
2015,8,2,5,372
2015,8,2,9,469
2015,8,2,99,-1
2015,8,3,1,3770
2015,8,3,2,247
2015,8,3,3,26
2015,8,3,4,317
2015,8,3,5,52
2015,8,3,9,53
2015,8,3,99,-1
2016,8,1,1,13978
2016,8,1,2,649
2016,8,1,3,55
2016,8,1,4,1868
2016,8,1,5,138
2016,8,1,9,100
2016,8,1,99,31
2016,8,2,1,27518
2016,8,2,2,1011
2016,8,2,3,73
2016,8,2,4,2557
2016,8,2,5,422
2016,8,2,9,541
2016,8,2,99,333
2016,8,3,1,4128
2016,8,3,2,319
2016,8,3,3,34
2016,8,3,4,433
2016,8,3,5,59
2016,8,3,9,66
2016,8,3,99,76
2017,8,1,1,16347
2017,8,1,2,841
2017,8,1,3,49
2017,8,1,4,2439
2017,8,1,5,145
2017,8,1,9,133
2017,8,1,99,46
2017,8,2,1,29688
2017,8,2,2,1134
2017,8,2,3,88
2017,8,2,4,2909
2017,8,2,5,431
2017,8,2,9,620
2017,8,2,99,412
2017,8,3,1,5112
2017,8,3,2,451
2017,8,3,3,49
2017,8,3,4,636
