year,month,treatment,age_grp_twenty,N_ID
2017,9,3,1,114
2017,9,3,2,3123
2017,9,3,3,2481
2017,9,3,4,524
2017,9,3,5,-1
2018,9,1,.,48
2018,9,1,1,45
2018,9,1,2,11171
2018,9,1,3,7835
2018,9,1,4,1283
2018,9,1,5,-1
2018,9,2,.,101
2018,9,2,1,119
2018,9,2,2,19176
2018,9,2,3,15675
2018,9,2,4,2780
2018,9,2,5,-1
2018,9,3,.,17
2018,9,3,1,107
2018,9,3,2,2963
2018,9,3,3,2554
2018,9,3,4,580
2018,9,3,5,-1
2019,9,1,.,57
2019,9,1,1,36
2019,9,1,2,10921
2019,9,1,3,8051
2019,9,1,4,1442
2019,9,1,5,-1
2019,9,2,.,104
2019,9,2,1,116
2019,9,2,2,19713
2019,9,2,3,17255
2019,9,2,4,3386
2019,9,2,5,18
2019,9,3,.,23
2019,9,3,1,104
2019,9,3,2,2891
2019,9,3,3,2809
2019,9,3,4,790
2019,9,3,5,-1
2020,9,1,.,48
2020,9,1,1,30
2020,9,1,2,10929
2020,9,1,3,8754
2020,9,1,4,1699
2020,9,1,5,-1
2020,9,2,.,118
2020,9,2,1,95
2020,9,2,2,19066
2020,9,2,3,18525
2020,9,2,4,3964
2020,9,2,5,21
2020,9,3,.,36
2020,9,3,1,115
2020,9,3,2,2705
2020,9,3,3,2957
2020,9,3,4,927
2020,9,3,5,14
2021,9,1,.,39
2021,9,1,1,25
2021,9,1,2,10867
2021,9,1,3,9452
2021,9,1,4,1831
2021,9,1,5,-1
2021,9,2,.,125
2021,9,2,1,119
2021,9,2,2,17620
2021,9,2,3,19141
2021,9,2,4,4646
2021,9,2,5,32
2021,9,3,.,47
2021,9,3,1,138
2021,9,3,2,2897
2021,9,3,3,3388
2021,9,3,4,1097
2021,9,3,5,15
2022,9,1,.,25
2022,9,1,1,26
2022,9,1,2,10007
2022,9,1,3,9790
2022,9,1,4,1906
2022,9,1,5,-1
2022,9,2,.,136
2022,9,2,1,120
2022,9,2,2,16235
2022,9,2,3,19619
2022,9,2,4,5205
2022,9,2,5,37
2022,9,3,.,57
2022,9,3,1,139
2022,9,3,2,2758
2022,9,3,3,3367
2022,9,3,4,1163
2022,9,3,5,24
2015,10,1,.,39
2015,10,1,1,59
2015,10,1,2,9755
2015,10,1,3,5468
2015,10,1,4,679
2015,10,1,5,-1
2015,10,2,.,111
2015,10,2,1,208
2015,10,2,2,16918
2015,10,2,3,11015
2015,10,2,4,1209
2015,10,2,5,-1
2015,10,3,.,23
2015,10,3,1,152
2015,10,3,2,2444
2015,10,3,3,1726
2015,10,3,4,255
2015,10,3,5,-1
2016,10,1,.,50
2016,10,1,1,45
2016,10,1,2,10294
2016,10,1,3,5946
2016,10,1,4,808
2016,10,1,5,-1
2016,10,2,.,125
2016,10,2,1,166
2016,10,2,2,18262
2016,10,2,3,12841
2016,10,2,4,1612
2016,10,2,5,-1
2016,10,3,.,21
2016,10,3,1,146
2016,10,3,2,2967
2016,10,3,3,1824
2016,10,3,4,299
2016,10,3,5,-1
2017,10,1,.,39
2017,10,1,1,51
2017,10,1,2,11424
2017,10,1,3,7409
2017,10,1,4,1093
2017,10,1,5,-1
2017,10,2,.,147
2017,10,2,1,153
2017,10,2,2,18905
2017,10,2,3,14382
2017,10,2,4,2129
2017,10,2,5,-1
2017,10,3,.,33
2017,10,3,1,116
2017,10,3,2,3105
2017,10,3,3,2523
2017,10,3,4,542
2017,10,3,5,-1
2018,10,1,.,47
2018,10,1,1,47
2018,10,1,2,11293
2018,10,1,3,7893
2018,10,1,4,1276
2018,10,1,5,-1
2018,10,2,.,110
2018,10,2,1,122
2018,10,2,2,19382
2018,10,2,3,15772
2018,10,2,4,2792
2018,10,2,5,12
2018,10,3,.,16
2018,10,3,1,112
2018,10,3,2,3063
2018,10,3,3,2641
2018,10,3,4,629
2018,10,3,5,-1
2019,10,1,.,52
2019,10,1,1,38
2019,10,1,2,10937
2019,10,1,3,8105
2019,10,1,4,1441
2019,10,1,5,-1
2019,10,2,.,102
2019,10,2,1,128
2019,10,2,2,20001
2019,10,2,3,17411
2019,10,2,4,3438
2019,10,2,5,18
2019,10,3,.,26
2019,10,3,1,108
2019,10,3,2,2973
2019,10,3,3,2921
2019,10,3,4,825
2019,10,3,5,11
2020,10,1,.,52
2020,10,1,1,33
2020,10,1,2,11107
2020,10,1,3,8806
2020,10,1,4,1667
2020,10,1,5,-1
2020,10,2,.,120
2020,10,2,1,98
2020,10,2,2,19080
2020,10,2,3,18534
2020,10,2,4,3976
2020,10,2,5,20
2020,10,3,.,38
2020,10,3,1,122
2020,10,3,2,2724
2020,10,3,3,3007
2020,10,3,4,924
2020,10,3,5,13
2021,10,1,.,37
2021,10,1,1,24
2021,10,1,2,10832
2021,10,1,3,9205
2021,10,1,4,1733
2021,10,1,5,-1
2021,10,2,.,123
2021,10,2,1,125
2021,10,2,2,17666
2021,10,2,3,19165
2021,10,2,4,4617
2021,10,2,5,34
2021,10,3,.,46
2021,10,3,1,137
2021,10,3,2,2915
2021,10,3,3,3370
2021,10,3,4,1116
2021,10,3,5,19
2022,10,1,.,24
2022,10,1,1,25
2022,10,1,2,9920
2022,10,1,3,9676
2022,10,1,4,1880
2022,10,1,5,-1
2022,10,2,.,142
2022,10,2,1,124
2022,10,2,2,16149
2022,10,2,3,19536
2022,10,2,4,5169
2022,10,2,5,38
2022,10,3,.,47
2022,10,3,1,145
2022,10,3,2,2674
2022,10,3,3,3312
2022,10,3,4,1170
2022,10,3,5,26
2015,11,1,.,43
2015,11,1,1,64
2015,11,1,2,9791
2015,11,1,3,5507
2015,11,1,4,689
2015,11,1,5,-1
2015,11,2,.,115
2015,11,2,1,210
2015,11,2,2,17023
2015,11,2,3,11072
2015,11,2,4,1214
2015,11,2,5,-1
2015,11,3,.,18
2015,11,3,1,153
2015,11,3,2,2480
2015,11,3,3,1706
2015,11,3,4,248
2015,11,3,5,-1
2016,11,1,.,50
2016,11,1,1,46
2016,11,1,2,10369
2016,11,1,3,5966
2016,11,1,4,818
2016,11,1,5,-1
2016,11,2,.,124
2016,11,2,1,170
2016,11,2,2,18393
2016,11,2,3,12940
2016,11,2,4,1624
2016,11,2,5,-1
2016,11,3,.,22
2016,11,3,1,145
2016,11,3,2,3017
2016,11,3,3,1847
2016,11,3,4,300
2016,11,3,5,-1
2017,11,1,.,39
2017,11,1,1,52
2017,11,1,2,11521
2017,11,1,3,7425
2017,11,1,4,1093
2017,11,1,5,-1
2017,11,2,.,150
2017,11,2,1,156
2017,11,2,2,19014
2017,11,2,3,14387
2017,11,2,4,2122
2017,11,2,5,-1
2017,11,3,.,31
2017,11,3,1,126
2017,11,3,2,3099
2017,11,3,3,2574
2017,11,3,4,524
2017,11,3,5,-1
2018,11,1,.,44
2018,11,1,1,55
2018,11,1,2,11311
2018,11,1,3,7862
2018,11,1,4,1276
2018,11,1,5,-1
2018,11,2,.,104
2018,11,2,1,121
2018,11,2,2,19492
2018,11,2,3,15838
2018,11,2,4,2794
2018,11,2,5,12
2018,11,3,.,19
2018,11,3,1,113
2018,11,3,2,3010
2018,11,3,3,2614
2018,11,3,4,624
2018,11,3,5,-1
2019,11,1,.,54
2019,11,1,1,39
2019,11,1,2,11015
2019,11,1,3,8107
2019,11,1,4,1423
2019,11,1,5,-1
2019,11,2,.,104
2019,11,2,1,132
2019,11,2,2,20130
2019,11,2,3,17509
2019,11,2,4,3428
2019,11,2,5,18
2019,11,3,.,26
2019,11,3,1,105
2019,11,3,2,2907
2019,11,3,3,2910
2019,11,3,4,809
2019,11,3,5,12
2020,11,1,.,56
2020,11,1,1,35
2020,11,1,2,11263
2020,11,1,3,8861
2020,11,1,4,1654
2020,11,1,5,-1
2020,11,2,.,125
2020,11,2,1,107
2020,11,2,2,19061
2020,11,2,3,18521
2020,11,2,4,3965
2020,11,2,5,21
2020,11,3,.,39
2020,11,3,1,123
2020,11,3,2,2708
2020,11,3,3,3024
2020,11,3,4,937
2020,11,3,5,12
2021,11,1,.,39
2021,11,1,1,24
2021,11,1,2,10986
2021,11,1,3,9433
2021,11,1,4,1808
2021,11,1,5,-1
2021,11,2,.,121
2021,11,2,1,130
2021,11,2,2,17698
2021,11,2,3,19111
2021,11,2,4,4624
2021,11,2,5,34
2021,11,3,.,46
2021,11,3,1,133
2021,11,3,2,2891
2021,11,3,3,3353
2021,11,3,4,1111
2021,11,3,5,17
2022,11,1,.,19
2022,11,1,1,23
2022,11,1,2,9687
2022,11,1,3,9461
2022,11,1,4,1834
2022,11,1,5,-1
2022,11,2,.,143
2022,11,2,1,118
2022,11,2,2,16029
2022,11,2,3,19454
2022,11,2,4,5124
2022,11,2,5,37
2022,11,3,.,49
2022,11,3,1,155
2022,11,3,2,2577
2022,11,3,3,3253
2022,11,3,4,1133
2022,11,3,5,26
2015,12,1,.,45
2015,12,1,1,67
2015,12,1,2,9881
2015,12,1,3,5499
2015,12,1,4,681
2015,12,2,.,115
2015,12,2,1,216
2015,12,2,2,17176
2015,12,2,3,11134
2015,12,2,4,1224
2015,12,2,5,-1
2015,12,3,.,22
2015,12,3,1,142
2015,12,3,2,2458
2015,12,3,3,1688
2015,12,3,4,231
2015,12,3,5,-1
2016,12,1,.,47
2016,12,1,1,51
2016,12,1,2,10395
2016,12,1,3,5966
2016,12,1,4,813
2016,12,1,5,-1
2016,12,2,.,125
2016,12,2,1,182
2016,12,2,2,18529
2016,12,2,3,12981
2016,12,2,4,1637
2016,12,2,5,-1
2016,12,3,.,23
2016,12,3,1,144
2016,12,3,2,2996
2016,12,3,3,1866
2016,12,3,4,290
2016,12,3,5,-1
2017,12,1,.,48
2017,12,1,1,53
2017,12,1,2,11544
2017,12,1,3,7423
2017,12,1,4,1085
2017,12,1,5,-1
2017,12,2,.,150
2017,12,2,1,161
2017,12,2,2,19137
2017,12,2,3,14406
2017,12,2,4,2132
2017,12,2,5,-1
2017,12,3,.,30
2017,12,3,1,125
2017,12,3,2,3114
2017,12,3,3,2562
2017,12,3,4,513
2017,12,3,5,-1
2018,12,1,.,47
2018,12,1,1,60
2018,12,1,2,11301
2018,12,1,3,7816
2018,12,1,4,1262
2018,12,1,5,-1
2018,12,2,.,101
2018,12,2,1,125
2018,12,2,2,19565
2018,12,2,3,15844
2018,12,2,4,2789
2018,12,2,5,13
2018,12,3,.,19
2018,12,3,1,115
2018,12,3,2,2809
2018,12,3,3,2498
2018,12,3,4,618
2018,12,3,5,-1
2019,12,1,.,51
2019,12,1,1,40
2019,12,1,2,11045
2019,12,1,3,8144
2019,12,1,4,1417
2019,12,1,5,-1
2019,12,2,.,106
2019,12,2,1,138
2019,12,2,2,20230
2019,12,2,3,17550
2019,12,2,4,3425
2019,12,2,5,17
2019,12,3,.,25
2019,12,3,1,117
2019,12,3,2,2825
2019,12,3,3,2893
2019,12,3,4,818
2019,12,3,5,13
2020,12,1,.,61
2020,12,1,1,36
2020,12,1,2,11439
2020,12,1,3,8887
2020,12,1,4,1622
2020,12,1,5,-1
2020,12,2,.,127
2020,12,2,1,113
2020,12,2,2,19084
2020,12,2,3,18470
2020,12,2,4,3960
2020,12,2,5,20
2020,12,3,.,42
2020,12,3,1,141
2020,12,3,2,2743
2020,12,3,3,3014
2020,12,3,4,960
2020,12,3,5,12
2021,12,1,.,38
2021,12,1,1,23
2021,12,1,2,11050
2021,12,1,3,9492
2021,12,1,4,1810
2021,12,1,5,-1
2021,12,2,.,129
2021,12,2,1,132
2021,12,2,2,17691
2021,12,2,3,19103
2021,12,2,4,4614
2021,12,2,5,33
2021,12,3,.,43
2021,12,3,1,138
2021,12,3,2,2901
2021,12,3,3,3346
2021,12,3,4,1114
2021,12,3,5,18
2022,12,1,.,19
2022,12,1,1,23
2022,12,1,2,9253
2022,12,1,3,9202
2022,12,1,4,1772
2022,12,1,5,-1
2022,12,2,.,138
2022,12,2,1,114
2022,12,2,2,15471
2022,12,2,3,19004
2022,12,2,4,5015
2022,12,2,5,36
2022,12,3,.,47
2022,12,3,1,144
2022,12,3,2,2308
2022,12,3,3,2990
2022,12,3,4,1035
2022,12,3,5,27
